"Id","Titulo_P","Subtitulo_P","Descripcion","Valor","Marca","Categoria","Subcategoria","Sub_sub_categoria","URL_Redireccion","URL_Imagen_Principal","URL_Imagen_2","URL_Imagen_3","URL_Imagen_4","URL_Imagen_5","Tienda"
14258,"Parlantes Bluetooth Bose 151 SE Negro","Stereo Everywhere. Elegante, armarios compactos se ajustan perfectamente a la pared. Los altavoces pueden ubicarse vertical u horizontal para mayor versatilidad. Aplicaciones multi-propósito: aire libre, patio, terraza, en botes, piscinas, talleres - casi
en cualquier parte del medio ambiente.","Estos resistentes altavoces de exterior reproducen un sonido estéreo más completo en una amplia área de escucha tanto si se sitúan junto a una piscina como en un porche, e incluso en un barco. Su optimizado diseño permite integrarlos fácil y discretamente en cualquier decoración. Soportes de montaje incluidos
Nuestros más famosos altavoces de exterior presentan ahora un nuevo diseño, un rendimiento optimizado y una mayor durabilidad. El diseño de altavoces Articulated Array® proporciona un rendimiento Stereo Everywhere® para ofrecer una experiencia auditiva uniforme. Disfrutará de un completo sonido estéreo desde la terraza hasta la piscina o el jardín, e incluso cuando se desplace por su barco. Con sus estilizadas cajas, estos altavoces se integrarán elegantemente en la decoración de su hogar.","$ 8.999,00","Bose","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/parlante-bluet-mod-151-se-speaker-black.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/e/ce_0002_17817343152.jpg",,,,,"Carrefour"
14256,"Parlantes Bluetooth Bose 161 Bracket Blanco","Diseño de altavoz Articulated Array® - Se incluyen soportes personalizados para una instalación fácil y posibilidades de colocación flexibles.","Rendimiento estéreo de parlantes Everywhere®, produce sonido estéreo balanceado sobre un área amplia. El resultado de tecnologías patentadas Bose, estos parlantes estéreo le permiten disfrutar de un sonido equilibrado en todo el área de escucha, a diferencia de los altavoces de audio convencionales que irradian sonido en una sola dirección. Sonido como en el cine y el teatro en el hogar. Parlantes magnéticamente blindados permiten ser colocados en las proximidades de su TV sin interferir con la calidad de la imagen. Se incluyen soportes personalizados para una instalación fácil y posibilidades de colocación flexibles.","$ 5.499,00","Bose","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/parlante-bluet-mod-161-bracket-white-bos.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/e/ce_0003_17817283007.jpg",,,,,"Carrefour"
14139,"Notebook Philco PHNB14W2 Intel Pentium N3530 14""","Pantalla de 14 Pulgadas - Bay Trail-M Pentium (N3530) - 4 GB RAM - 500 GB de Almacenamiento","La Notebook Philco PHNB14W2 tiene una pantalla de 14 pulgadas con una resolucion de 1366 x 768. Un procesador Bay Trail-M Pentium (N3530). Cuenta con 4 GB de Memoria RAM y 500 GB de Almacenamiento.","$ 8.999,00","Philco","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/notebook-philco-pentium-n3530-4gb-500gb.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796962231127_2.jpg",,,,,"Carrefour"
14138,"Notebook Philco PHNB14W1 Intel Celeron N2840 14""","Pantalla 14 Pulgadas - Bay Trail-M Celeron (N2840/N2830) - 4 GB RAM - 500 GB de Almacenamiento","La Notebook Philco PHNB14W1 tiene una pantalla de 14 pulgadas con una resolución de 1366 x 768. Un procesador Intel Celeron N2840/30. Cuenta con 4 GB de Memoria RAM y 500 GB de Almacenamiento.","$ 8.499,00","Philco","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/notebook-philco-celeron-n2840-30-4gb-500.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796962231110.jpg",,,,,"Carrefour"
14690,"Notebook Noblex N15W1B Intel Celeron N3540 15.6""","Intel N3540, Quad Core, 2.16 GHz - 4 GB RAM - disco duro 500 GB - HDMI - Bluetooth","La Notebook Noblex N15W1B tiene un Procesador Intel N3540, Quad Core, 2.16 GHz (Boost 2.66 GHz), 4 GB de  Memoria RAM DDR3, una Unidad de disco duro 500 GB, 5400 rpm SATA. Cuenta con una entrada HDMI, 2 puertos USB 2.0, 1 puerto USB 3.0, Lector de tarjeta de memoria, conexion LAN y Salida de auriculares 3.5mm. Tiene Bluetooth incorporado.","$ 9.999,00","Noblex","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/notebook-noblex-n15w1b-n3540-15-4gb-500.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7796962151111.jpg",,,,,"Carrefour"
14510,"Notebook Lenovo Ideapad 100 Intel Pentium N2840 14""","Procesador Intel Pentium N2840 - 4 GB RAM - 500 GB Almacenamiento - Pantalla de 14 Pulgadas","La IdeaPad 100 es perfecta para un estilo de vida móvil. El balance perfecto entre valor y rendimiento, con procesadores Intel® Pentium® diseñados teniendo en mente la movilidad. Su uso eficiente de la energía significa que puedes estar más tiempo activo sin recargar tu batería. Con la conectividad 802.11 b/g/n WiFi y Bluetooth® 4.0, podrás conectarte en cualquier lado donde vayas.","$ 9.999,00","Lenovo","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/notebook-lenovo-ip-100-14-iby-n2840-4g.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/e/len_0004_889800655180.jpg",,,,,"Carrefour"
14104,"Notebook HP Energy Star 15-AY011LA Plata Intel Core I3 15.6""","Pantalla de 15,6"" de diagonal HD /  Procesador Intel® Core™ i3-5005U /  4 GB de Memoria Ram / Disco duro de 500 GB / Gráficas Intel® HD 5500","Pantalla 15,6” HD SVA BrightView: disfrutá de colores más vivos y negros más profundos. Salida HDMI: agregá una segunda pantalla para mayor productividad. Grabador de DVD: mirá películas en DVD o graba tus propios medios. Batería de larga duración Hasta 8 horas.","$ 14.499,00","HP","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/notebook-hp-15-ay011la-15-6-ci3-5005-4gb.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/el_0009_889899747254.jpg",,,,,"Carrefour"
15114,"Colchón de Resortes Carrefour Home Aleff King 200x200","Estructura de resortes Bonnell / Espuma Viscoelástica / Marco de espuma / Capas de espuma de poliuretano / Tejido de piqué matelaseado","El Colchón de Resortes Carrefour Home Aleff es de tamaño King Size con unas medidas de 200 x 200 x 26. Cuenta con marco de espuma y estructura Bonnell. El marco de espuma aumenta el confort y protege la base de resortes evitando la deformación. La estructura Bonnell asegura una mayor duración y un soporte óptimo al colchón.","$ 19.200,00","Carrefour Home","Hogar y Bazar","Dormitorio","Colchones y Sommiers","http://www.carrefour.com.ar/hogar-y-bazar/dormitorio/colchones-y-sommiers/colchon-aleff-s-v-200-x-200.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/o/col_0026_7796448629004.jpg",,,,,"Carrefour"
15116,"Colchón de Resortes Carrefour Home Aleff 2 Plazas 1/2 180x200","Estructura de resortes Bonell / Espuma Viscoelástica / Marco de espuma / Capas de espuma de poliuretano / Tejido de piqué matelaseado","El Colchón de Resortes Carrefour Home Aleff es de 2 Plazas 1/2 con unas medidas de 180 x 200 x 26. El colchón cuenta con marco de espuma y estructura Bonnell. El marco de espuma aumenta el confort y protege la base de resortes evitando la deformación. La estructura Bonnell asegura una mayor duración y un soporte óptimo al colchón.","$ 18.800,00","Carrefour Home","Hogar y Bazar","Dormitorio","Colchones y Sommiers","http://www.carrefour.com.ar/hogar-y-bazar/dormitorio/colchones-y-sommiers/colchon-aleff-s-v-180-x-200.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/o/col_0027_7796448629998.jpg",,,,,"Carrefour"
15115,"Colchón de Resortes Carrefour Home Aleff 2 Plazas 1/2 160x200","Estructura de resortes Bonell / Espuma Viscoelástica / Marco de espuma / Capas de espuma de poliuretano / Tejido de piqué matelaseado","El Colchón de Resortes Carrefour Home Aleff es de 2 Plazas 1/2 con unas medidas de 160 x 200 x 26. Cuenta con marco de espuma y estructura Bonnell. El marco de espuma aumenta el confort y protege la base de resortes evitando la deformación. La estructura Bonnell asegura una mayor duración y un soporte óptimo al colchón.","$ 17.500,00","Carrefour Home","Hogar y Bazar","Dormitorio","Colchones y Sommiers","http://www.carrefour.com.ar/hogar-y-bazar/dormitorio/colchones-y-sommiers/colchon-aleff-s-v-160-x-200.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/o/col_0028_7796448629097.jpg",,,,,"Carrefour"
14566,"Notebook HP Energy Star 15-AY011LA Intel Core I3 15.6""","Pantalla de 15,6"" de diagonal HD. Procesador de quinta generación Intel® Core™ i3-5005U, 4 GB de Memoria Ram, Disco duro de 500 GB, Gráficas Intel® HD5500 con hasta 2133MB.","Con los procesadores Intel® más nuevos y una gran cantidad de almacenamiento, puede trabajar, jugar, hacer muchas tareas a la vez y almacenar más de lo que le importa. Obtenga una potencia y un almacenamiento en los que puede confiar. La pantalla HD nítida le permite disfrutar de sus fotos, videos y páginas web con detalle. O elija la actualización a Full HD y aproveche su pantalla todavía más. La vida puede ser impredecible, pero tu laptop HP no. Ya sean proyectos de última hora o noches de cine espontáneas, disfrute de un rendimiento excelente con el respaldo de más de 200 pruebas. Windows 10 ya llegó. Haga grandes cosas con confianza con la familiaridad de Windows, solo que mejor. Siga trabajando en sus tareas más exigentes y conserve la vida útil de la batería gracias a la velocidad y capacidad de respuesta del potente procesador Intel® Core™ de 5ª generación.","$ 13.999,00","HP","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/notebook-hp-ay011la-ci3-15-6-4gb-500gb.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/t/nt_0004_889894077073.jpg",,,,,"Carrefour"
15094,"Colchón de Resortes Carrefour Home Nicia 180x200","Base de resortes Bonnell / Placas de espuma de poliuretano de alta densidad / Tela jackard totalmente matelaseada","El Colchón de Resortes Carrefour Home Nicia es King con unas medidas de 180 x 200 x 26. Cuenta con marco de espuma y estructura Bonnell. El marco de espuma aumenta el confort y protege la base de resortes evitando la deformación. La estructura Bonnell asegura una mayor duración y un soporte óptimo al colchón.","$ 11.000,00","Carrefour Home","Hogar y Bazar","Dormitorio","Colchones y Sommiers","http://www.carrefour.com.ar/hogar-y-bazar/dormitorio/colchones-y-sommiers/colchon-de-resortes-carrefour-home-nicia-king.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/o/col_0017_7796448000254.jpg",,,,,"Carrefour"
15188,"Colchón de Resortes Carrefour Home Passion 2 Plazas","Estructura Pocket / Tela piqué matelaseada","El Colchón de Resortes Carrefour Home Pocket Passion es de 2 Plazas con unas medidas de 140 x 190 x 26. Cuenta con marco de espuma y estructura Pocket. El marco de espuma aumenta el confort y protege la base de resortes evitando la deformación. La estructura Pocket está compuesta por resortes cilíndricos embolsados en tela, garantizando la reducción del movimiento.","$ 10.700,00","Carrefour Home","Hogar y Bazar","Dormitorio","Colchones y Sommiers","http://www.carrefour.com.ar/hogar-y-bazar/dormitorio/colchones-y-sommiers/colchon-pocket-passion-s-v-140-x-190.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/o/col_0002_7796448248502.jpg",,,,,"Carrefour"
14958,"Celular Libre Motorola G4 XT-1611 4G Negro","Pantalla de 5.5"" FullHD - Procesador Octa-Core 1.5 Ghz - 2 GB RAM - 16 GB de almacenamiento interno - Camara Principal 13 Mpx - Camara Frontal 5 Mpx - Bateria de 3000 mAh","El Celular Libre Motorola G4 XT-1611 tiene una pantalla de 5.5 Pulgadas FullHD, cuenta con un Procesador Octa-Core 1.5 Ghz Qualcomm Snapdragon 617, 2GB de memoria RAM, 16GB de almacenamiento interno expandible hasta 128 GB mediante una tarjeta microSD (no incluida), cámara principal de 13 megapixeles, cámara frontal de 5 megapixeles y corre Android 6.0.1 Marshmallow. Tiene una Batería 3000 mAh y Dual SIM","$ 7.999,00","Motorola","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/tel-cel-moto-4g-4-ta-gen-xt-1611-negro.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/s/hsl_0007_7790894001766.jpg",,,,,"Carrefour"
15184,"Colchón de Espuma Carrefour Home Doux 2 Plazas","Estructura poliuretano de alta densidad / Tela jackard matelaseada tradicional","El Colchón de Espuma Carrefour Home Doux es de 2 Plazas con unas medidas de 140 x 190 x 20. Su espuma es de densidad media azul.","$ 5.990,00","Carrefour Home","Hogar y Bazar","Dormitorio","Colchones y Sommiers","http://www.carrefour.com.ar/hogar-y-bazar/dormitorio/colchones-y-sommiers/colchon-doux-s-v-140-x-190.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/o/col_0019_7796448229679.jpg",,,,,"Carrefour"
13451,"Smart TV 3D Sansei 50"" FHD TDS1650FI","Led TV de 50 pulgadas, Resolución Full HD, Wi-Fi Incorporado, 3 puertos HDMI y 3 USB.","El Televisor Sansei SmartTv TDS1650FI tiene una pantalla LED FHD de 50 pulgadas. Viene con WiFi Incorporado, Sintonizador Digital Incorporado (TDA). Ginga. Su barra superior e inferior es de color gris y sus barras laterales son negras.
Medidas del equipo sin base (Alto x Ancho x Prof):  65.2 x 111.8 x 6 cm","$ 14.999,00","Sansei","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/led-tv-50-fhd-smart-sansei-mod-tds1650fi.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/a/sansei.jpg",,,,,"Carrefour"
14547,"Sistema de Audio Sony MHC-V77DW Negro","Controla la iluminación y los efectos de DJ con las aplicaciones SongPal y Fiestable. A prueba de derrames gracias al panel de control resistente a salpicadura. Transmite toda tu música con Chromecast built-in y Spotify Connect.","La transmisión de audio Wi-Fi® te permite disfrutar de tus contenidos favoritos a través de dispositivos compatibles con Chromecast built-in, así como acceder a archivos de música en tu PC compatible con DLNA o Home Media Server. Chromecast built-in te permite transmitir tus aplicaciones de música favoritas desde tu dispositivo personal hasta los parlantes. Basta con tocar el botón de transmisión en tu aplicación de música favorita en tu teléfono o tablet Android, iPhone, iPad, Mac®, portátil Windows o Chromebook, y seleccionar un parlante o grupo de parlantes para empezar la reproducción. El MHC-V77DW es compatible con Spotify Connect, por lo que podrás utilizar tu suscripción a Spotify Premium para disfrutar de todas tus listas de reproducción de fiesta favoritas con la potencia más animada. El MHC-V77DW está diseñado para que se pueda transportar fácilmente y que puedas llevarte el sonido envolvente contigo, donde te apetezca. Dale tu propio toque a la fiesta con un sencillo movimiento. El control de gestos divertido e intuitivo te permite tomar el control de todas las funciones de fiesta, incluyendo la iluminación, efectos de DJ y efectos de sonido del micrófono. También puedes deslizar hacia la izquierda o derecha para pasar de canción y controlar el volumen. Personalizar tu fiesta nunca había sido tan divertido. La tecnología Near Field Communication (NFC) y Bluetooth® prescinde de cables y de secuencias de configuraciones complejas. Solo necesitas tocar el MHC-V77DW con tu dispositivo con NFC para conseguir una conexión rápida y perfecta, y, a continuación, comenzar a transmitir tu colección de música. ¿No tienes NFC? No hay problema. Conecta a través de Bluetooth y listo.Enciende la fiesta con las luces de discoteca de los parlantes. Las luces se dirigen a través de una lente que extiende un amplio patrón lumínico en líneas. Puedes controlar las luces con la aplicación Fiestable o en el sistema, y verlas sincronizarse con el ritmo de la música para crear una auténtica pista de baile en casa. Organizar concursos de karaoke con tus amigos es muy sencillo: solo conecta el MHC-V77DW a un televisor e introduce un DVD de karaoke, o canta canciones de YouTube™ mediante Bluetooth®. Las dos entradas de micrófono, además de las puntuaciones y los efectos de sonido, te permiten formar equipo con tus amigos para que canten como un auténtico grupo. La función de atenuación de voz de karaoke integrada incluso baja la voz del CD para que puedas cantar tus canciones favoritas.","$ 19.999,00","Sony","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/torre-sony-mod-mhc-v77dw.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/n/sny_0001_4548736018457.jpg",,,,,"Carrefour"
14529,"Sistema de Audio Sony GTK-XB7 Rojo","Extra Bass - Bluetooth - NFC - USB - Luces Audioritmicas","La innovadora tecnología EXTRA BASS, hecha especialmente para la música dance, brinda un sonido de graves profundo e impactante. Dale vida a la noche con este potente equipo de elemento único. El GTK-XB7 está hecho para moverse contigo. Gracias a una serie de características útiles, puedes llenar cualquier lugar con el sonido de la fiesta. Un sensor integrado activa automáticamente los dos tweeters superiores para que disfrutes del sonido estéreo de tu sistema de parlantes en posición vertical u horizontal. Transmite desde tu biblioteca de música digital en un instante mediante una conexión NFC One-Touch. Conecta tu smartphone o tablet mediante un puerto USB para cargar y reproducir canciones.  Crea el ambiente con luces y efectos de sonido de DJ. Puedes darles tu toque personal a las pistas, mientras que las luces estroboscópicas, de línea y de los parlantes se sincronizan con la música para una atmósfera de fiesta.","$ 9.499,00","Sony","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/torre-sony-nfc-bt-luces-mod-gtk-xb7-rojo.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/elg_0000_4548736030312.jpg",,,,,"Carrefour"
14796,"Samsung Galaxy Gear 2 360 SM-C200","Resolucion de video 3840 x 1920 - Fotografias en 25.9 Megapixeles - Resistenten al polvo y salpicaduras de agua (certificacion IP53) - Bluetooth - Wifi","Captura los mejores momentos de tu vida con Gear 360. Desde los pequeños momentos de tu día hasta los caminos que persigues, captura tu vida tal y como sucede con Gear 360. Las cámaras frontal y trasera capturan una imagen de 180° vertical y horizontalmente creando una imagen perfecta y completa de 360° de campo visual. A veces una visión concentrada del mundo es suficiente para contar una historia completa. Puedes utilizar uno de los dos lentes para capturar una sorprendente vista de gran ángulo en video o foto. Ya sea festejando el cumpleaños de tu mejor amigo o descubriendo nuevos pasos de baile, cada experiencia es grabada en video de 3840 x 1920 de alta resolución y fotos de 25.9 MP. Equipado con un brillante lente F2.0, Gear 360 te ofrece una cautivadora perspectiva del mundo. Pon el Gear 360 en tu bolso cuando salgas. Ya sea que vayas a acampar o a cenar al aire libre, puedes estar tranquilo con la resistencia de Gear 360 al polvo y salpicaduras de agua (Con certificación IP53 para protección frente a depósitos dañinos de polvo y agua rociada en cualquier ángulo hasta 60° desde el plano vertical). Conecta tu smartphone Galaxy vía Bluetooth y utiliza Wi-Fi Direct para transformar tu amplia pantalla en un práctico visor remoto y para transferir archivos con un solo movimiento. Captura con el modo Live View, convierte la toma a 360º fácilmente, recórtalo a tu gusto y compártelo en Internet. Es fácil y sencillo desde tu Smartphone Galaxy o PC.","$ 12.999,00","Samsung","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/samsung-galaxy-gear-2-360-sm-c200.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/e/gea_0002_8806088406527.jpg",,,,,"Carrefour"
14526,"Sistema de Audio Sony GTK-XB7 Negro","Extra Bass - Bluetooth - NFC - USB - Luces Audioritmicas","La innovadora tecnología EXTRA BASS, hecha especialmente para la música dance, brinda un sonido de graves profundo e impactante. Dale vida a la noche con este potente equipo de elemento único. El GTK-XB7 está hecho para moverse contigo. Gracias a una serie de características útiles, puedes llenar cualquier lugar con el sonido de la fiesta. Un sensor integrado activa automáticamente los dos tweeters superiores para que disfrutes del sonido estéreo de tu sistema de parlantes en posición vertical u horizontal. Transmite desde tu biblioteca de música digital en un instante mediante una conexión NFC One-Touch. Conecta tu smartphone o tablet mediante un puerto USB para cargar y reproducir canciones.  Crea el ambiente con luces y efectos de sonido de DJ. Puedes darles tu toque personal a las pistas, mientras que las luces estroboscópicas, de línea y de los parlantes se sincronizan con la música para una atmósfera de fiesta.","$ 9.499,00","Sony","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/torre-sony-nfc-bt-luces-mod-gtk-xb7-negr.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/elg_0002_4548736019935.jpg",,,,,"Carrefour"
14528,"Sistema de Audio Sony GTK-XB7 Azul","Extra Bass - Bluetooth - NFC - USB - Luces Audioritmicas","La innovadora tecnología EXTRA BASS, hecha especialmente para la música dance, brinda un sonido de graves profundo e impactante. Dale vida a la noche con este potente equipo de elemento único. El GTK-XB7 está hecho para moverse contigo. Gracias a una serie de características útiles, puedes llenar cualquier lugar con el sonido de la fiesta. Un sensor integrado activa automáticamente los dos tweeters superiores para que disfrutes del sonido estéreo de tu sistema de parlantes en posición vertical u horizontal. Transmite desde tu biblioteca de música digital en un instante mediante una conexión NFC One-Touch. Conecta tu smartphone o tablet mediante un puerto USB para cargar y reproducir canciones.  Crea el ambiente con luces y efectos de sonido de DJ. Puedes darles tu toque personal a las pistas, mientras que las luces estroboscópicas, de línea y de los parlantes se sincronizan con la música para una atmósfera de fiesta.","$ 9.499,00","Sony","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/torre-sony-nfc-bt-luces-mod-gtk-xb7-azul.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/elg_0001_4548736030305.jpg",,,,,"Carrefour"
9389,"Parlantes Thonet and Vander 66 W Rastel Bluetooth","Rätsel™ posee una potencia de salida de 66 watt RMS, distribuidos en 30 watt para la caja acústica central y 18 watt para cada uno de los satélites. Perfecto para disfrutar películas, videojuegos y música con potencia arrolladora y excelente calidad.","Rätsel™ es un excelente ejemplar de ingeniería y desarrollo. En él convergen diferentes tecnologías con el fin de generar un sonido optimizado para dispositivos de reproducción multimedia. Es un equipo del cual emana un verdadero poder, con el cual podrás disfrutar tus series, películas, videojuegos y música preferida con una potencia y calidad inigualable dentro de este segmento.
Rätsel™ posee una potencia de salida de 66 watt RMS, distribuidos en 30 watt para la caja acústica central y 18 watt para cada uno de los satélites. Perfecto para disfrutar películas, videojuegos y música con potencia arrolladora y excelente calidad.
MID-RANGE: Cada satélite posee dos vías, por un lado cuenta con un mid-range de 3 pulgada, al igual que el woofer central está desarrollado en lignina de caña, lo que le permite un rendimiento y desempeño excelente. El aro suspensor esta compuesto por goma, lo que permite optimizar el movimiento de la bobina. Por otro lado, posee un tweeter de 0.5 pulgadas hecho a base de micro láminas de polietileno, las cuales le brindan la precisión y detalle a los agudos.TWEETER:Por otro lado, posee un tweeter de 0.5 pulgadas hecho a base de micro láminas de polietileno, las cuales le brindan la precisión y detalle a los agudos.
El altavoz posee un woofer de 6.5 pulgadas, desarrollado íntegramente en lignina de caña. Este polímero natural se caracteriza por ser ultra resistente y liviano, lo que permite optimizar el rendimiento del driver. El anillo de suspensión superior esta hecho de goma, lo que permite mayor sensibilidad de desplazamiento.","$ 5.199,00","Thonet & Vander","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/parlantes-66w-thonet-vander-rastel-blu.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798164570769.jpg",,,,,"Carrefour"
14255,"Parlantes Bluetooth Bose 161 Bracket Negro","Diseño de altavoz Articulated Array® - Se incluyen soportes personalizados para una instalación fácil y posibilidades de colocación flexibles.","Rendimiento estéreo de parlantes Everywhere®, produce sonido estéreo balanceado sobre un área amplia. El resultado de tecnologías patentadas Bose, estos parlantes estéreo le permiten disfrutar de un sonido equilibrado en todo el área de escucha, a diferencia de los altavoces de audio convencionales que irradian sonido en una sola dirección. Sonido como en el cine y el teatro en el hogar. Parlantes magnéticamente blindados permiten ser colocados en las proximidades de su TV sin interferir con la calidad de la imagen. Se incluyen soportes personalizados para una instalación fácil y posibilidades de colocación flexibles.","$ 5.499,00","Bose","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/parlante-bluet-mod-161-bracket-black-bos.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/e/ce_0004_17817282994.jpg",,,,,"Carrefour"
14257,"Parlantes Bluetooth Bose 201 Negro","treaming de música con SoundTouch® - Tecnología de altavoces Direct/Reflecting®","Sonido amplio y natural equiparable al de una actuación en directo. Combinados con equipos estéreo o de cine en casa proporcionan un sonido equilibrado en habitaciones pequeñas. Estilizado diseño de altavoces de estantería que se integra en la mayoría de las decoraciones. Puerto de ranura de diseño abocinado que reduce las vibraciones producidas por el aire. El woofer y la forma del puerto permiten obtener unos graves más nítidos y profundos, en particular a altos niveles de volumen. Cuenta con un tweeter de alta sensibilidad y un woofer de 6.5""","$ 6.999,00","Bose","¡ MAYO DEMOLEDOR !","¡ 12 Cuotas Sin Interés !","Tecnología","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/parlante-bluet-mod-201-speaker-black-bos.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/bose.jpg",,,,,"Carrefour"
